vessel_id,vessel_name,current_region,route_corridor,cargo_type,value_usd,priority,status,origin_port,destination_port
V00855,Sea-015,Sea of Japan,Japan-Korea-Lane,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V00856,Sea-016,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V00857,Sea-017,Sea of Japan,Japan-Korea-Lane,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V00858,Sea-018,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00859,Sea-019,Sea of Japan,Japan-Korea-Lane,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00860,Sea-020,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V00861,Sea-021,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V00862,Sea-022,Sea of Japan,Japan-Korea-Lane,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V00863,Sea-023,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00864,Sea-024,Sea of Japan,Japan-Korea-Lane,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V00865,Sea-025,Sea of Japan,Japan-Korea-Lane,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V00866,Sea-026,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V00867,Sea-027,Sea of Japan,Japan-Korea-Lane,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V00868,Sea-028,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00869,Sea-029,Sea of Japan,Japan-Korea-Lane,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00870,Sea-030,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
V00871,Sea-031,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V00872,Sea-032,Sea of Japan,Japan-Korea-Lane,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V00873,Sea-033,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00874,Sea-034,Sea of Japan,Japan-Korea-Lane,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V00875,Sea-035,Sea of Japan,Japan-Korea-Lane,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V00876,Sea-036,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V00877,Sea-037,Sea of Japan,Japan-Korea-Lane,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V00878,Sea-038,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00879,Sea-039,Sea of Japan,Japan-Korea-Lane,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00880,Sea-040,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V00881,Sea-041,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V00882,Sea-042,Sea of Japan,Japan-Korea-Lane,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V00883,Sea-043,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00884,Sea-044,Sea of Japan,Japan-Korea-Lane,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V00885,Sea-045,Sea of Japan,Japan-Korea-Lane,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V00886,Sea-046,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V00887,Sea-047,Sea of Japan,Japan-Korea-Lane,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V00888,Sea-048,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00889,Sea-049,Sea of Japan,Japan-Korea-Lane,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00890,Sea-050,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V00891,Sea-051,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V00892,Sea-052,Sea of Japan,Japan-Korea-Lane,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V00893,Sea-053,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00894,Sea-054,Sea of Japan,Japan-Korea-Lane,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V00895,Sea-055,Sea of Japan,Japan-Korea-Lane,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V00896,Sea-056,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V00897,Sea-057,Sea of Japan,Japan-Korea-Lane,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V00898,Sea-058,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00899,Sea-059,Sea of Japan,Japan-Korea-Lane,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00900,Sea-060,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V00901,Sea-061,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V00902,Sea-062,Sea of Japan,Japan-Korea-Lane,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V00903,Sea-063,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00904,Sea-064,Sea of Japan,Japan-Korea-Lane,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V00905,Sea-065,Sea of Japan,Japan-Korea-Lane,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V00906,Sea-066,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V00907,Sea-067,Sea of Japan,Japan-Korea-Lane,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V00908,Sea-068,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00909,Sea-069,Sea of Japan,Japan-Korea-Lane,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00910,Sea-070,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
V00911,Sea-071,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V00912,Sea-072,Sea of Japan,Japan-Korea-Lane,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V00913,Sea-073,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00914,Sea-074,Sea of Japan,Japan-Korea-Lane,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V00915,Sea-075,Sea of Japan,Japan-Korea-Lane,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V00916,Sea-076,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V00917,Sea-077,Sea of Japan,Japan-Korea-Lane,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V00918,Sea-078,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00919,Sea-079,Sea of Japan,Japan-Korea-Lane,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00920,Sea-080,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V00921,Sea-081,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V00922,Sea-082,Sea of Japan,Japan-Korea-Lane,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V00923,Sea-083,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00924,Sea-084,Sea of Japan,Japan-Korea-Lane,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V00925,Sea-085,Sea of Japan,Japan-Korea-Lane,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V00926,Sea-086,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V00927,Sea-087,Sea of Japan,Japan-Korea-Lane,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V00928,Sea-088,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00929,Sea-089,Sea of Japan,Japan-Korea-Lane,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00930,Sea-090,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V00931,Sea-091,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V00932,Sea-092,Sea of Japan,Japan-Korea-Lane,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V00933,Sea-093,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00934,Sea-094,Sea of Japan,Japan-Korea-Lane,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V00935,Sea-095,Sea of Japan,Japan-Korea-Lane,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V00936,Sea-096,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V00937,Sea-097,Sea of Japan,Japan-Korea-Lane,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V00938,Sea-098,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00939,Sea-099,Sea of Japan,Japan-Korea-Lane,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00940,Sea-100,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V00941,Sea-101,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
V00942,Sea-102,Sea of Japan,Japan-Korea-Lane,Crude Oil,25785000.00,Critical,In Transit,Houston,London
V00943,Sea-103,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,8202500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00944,Sea-104,Sea of Japan,Japan-Korea-Lane,Medical Supplies,5020000.00,High,Customs Hold,Busan,Shanghai
V00945,Sea-105,Sea of Japan,Japan-Korea-Lane,Automotive Components,5937500.00,High,Scheduled,Yokohama,Jebel Ali
V00946,Sea-106,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,7655000.00,Medium,At Sea,Kaohsiung,Panama City
V00947,Sea-107,Sea of Japan,Japan-Korea-Lane,Battery Cells,9072500.00,High,In Transit,Dubai,Suez
V00948,Sea-108,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,4490000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00949,Sea-109,Sea of Japan,Japan-Korea-Lane,LNG Equipment,11507500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00950,Sea-110,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,7225000.00,High,Scheduled,Hamburg,Manila
V00951,Sea-111,Sea of Japan,Japan-Korea-Lane,Semiconductor Wafers,10442500.00,Critical,At Sea,Los Angeles,Singapore
V00952,Sea-112,Sea of Japan,Japan-Korea-Lane,Crude Oil,25960000.00,Critical,In Transit,Houston,London
V00953,Sea-113,Sea of Japan,Japan-Korea-Lane,Consumer Electronics,8377500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00954,Sea-114,Sea of Japan,Japan-Korea-Lane,Medical Supplies,5195000.00,High,Customs Hold,Busan,Shanghai
V00955,Sea-115,Sea of Japan,Japan-Korea-Lane,Automotive Components,6112500.00,High,Scheduled,Yokohama,Jebel Ali
V00956,Sea-116,Sea of Japan,Japan-Korea-Lane,Industrial Machinery,7830000.00,Medium,At Sea,Kaohsiung,Panama City
V00957,Sea-117,Sea of Japan,Japan-Korea-Lane,Battery Cells,9247500.00,High,In Transit,Dubai,Suez
V00958,Sea-118,Sea of Japan,Japan-Korea-Lane,Containerized Retail Goods,4665000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00959,Sea-119,Sea of Japan,Japan-Korea-Lane,LNG Equipment,11682500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00960,Sea-120,Sea of Japan,Japan-Korea-Lane,Telecom Hardware,7400000.00,High,Scheduled,Hamburg,Manila
V00961,Andaman-001,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,8517500.00,Critical,At Sea,Los Angeles,Singapore
V00962,Andaman-002,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,24035000.00,Critical,In Transit,Houston,London
V00963,Andaman-003,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,6452500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00964,Andaman-004,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,3270000.00,High,Customs Hold,Busan,Shanghai
V00965,Andaman-005,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,4187500.00,High,Scheduled,Yokohama,Jebel Ali
V00966,Andaman-006,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,5905000.00,Medium,At Sea,Kaohsiung,Panama City
V00967,Andaman-007,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,7322500.00,High,In Transit,Dubai,Suez
V00968,Andaman-008,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,2740000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00969,Andaman-009,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,9757500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00970,Andaman-010,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,5475000.00,High,Scheduled,Hamburg,Manila
V00971,Andaman-011,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,8692500.00,Critical,At Sea,Los Angeles,Singapore
V00972,Andaman-012,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,24210000.00,Critical,In Transit,Houston,London
V00973,Andaman-013,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,6627500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00974,Andaman-014,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,3445000.00,High,Customs Hold,Busan,Shanghai
V00975,Andaman-015,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,4362500.00,High,Scheduled,Yokohama,Jebel Ali
V00976,Andaman-016,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,6080000.00,Medium,At Sea,Kaohsiung,Panama City
V00977,Andaman-017,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,7497500.00,High,In Transit,Dubai,Suez
V00978,Andaman-018,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,2915000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00979,Andaman-019,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,9932500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00980,Andaman-020,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,5650000.00,High,Scheduled,Hamburg,Manila
V00981,Andaman-021,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,8867500.00,Critical,At Sea,Los Angeles,Singapore
V00982,Andaman-022,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,24385000.00,Critical,In Transit,Houston,London
V00983,Andaman-023,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,6802500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00984,Andaman-024,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,3620000.00,High,Customs Hold,Busan,Shanghai
V00985,Andaman-025,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,4537500.00,High,Scheduled,Yokohama,Jebel Ali
V00986,Andaman-026,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,6255000.00,Medium,At Sea,Kaohsiung,Panama City
V00987,Andaman-027,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,7672500.00,High,In Transit,Dubai,Suez
V00988,Andaman-028,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,3090000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00989,Andaman-029,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,10107500.00,Critical,Customs Hold,Bangkok,Rotterdam
V00990,Andaman-030,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,5825000.00,High,Scheduled,Hamburg,Manila
V00991,Andaman-031,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,9042500.00,Critical,At Sea,Los Angeles,Singapore
V00992,Andaman-032,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,24560000.00,Critical,In Transit,Houston,London
V00993,Andaman-033,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,6977500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V00994,Andaman-034,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,3795000.00,High,Customs Hold,Busan,Shanghai
V00995,Andaman-035,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,4712500.00,High,Scheduled,Yokohama,Jebel Ali
V00996,Andaman-036,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,6430000.00,Medium,At Sea,Kaohsiung,Panama City
V00997,Andaman-037,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,7847500.00,High,In Transit,Dubai,Suez
V00998,Andaman-038,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,3265000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V00999,Andaman-039,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,10282500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01000,Andaman-040,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,6000000.00,High,Scheduled,Hamburg,Manila
V01001,Andaman-041,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,9217500.00,Critical,At Sea,Los Angeles,Singapore
V01002,Andaman-042,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,24735000.00,Critical,In Transit,Houston,London
V01003,Andaman-043,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,7152500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01004,Andaman-044,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,3970000.00,High,Customs Hold,Busan,Shanghai
V01005,Andaman-045,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,4887500.00,High,Scheduled,Yokohama,Jebel Ali
V01006,Andaman-046,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,6605000.00,Medium,At Sea,Kaohsiung,Panama City
V01007,Andaman-047,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,8022500.00,High,In Transit,Dubai,Suez
V01008,Andaman-048,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,3440000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01009,Andaman-049,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,10457500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01010,Andaman-050,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,6175000.00,High,Scheduled,Hamburg,Manila
V01011,Andaman-051,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,9392500.00,Critical,At Sea,Los Angeles,Singapore
V01012,Andaman-052,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,24910000.00,Critical,In Transit,Houston,London
V01013,Andaman-053,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,7327500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01014,Andaman-054,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,4145000.00,High,Customs Hold,Busan,Shanghai
V01015,Andaman-055,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,5062500.00,High,Scheduled,Yokohama,Jebel Ali
V01016,Andaman-056,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,6780000.00,Medium,At Sea,Kaohsiung,Panama City
V01017,Andaman-057,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,8197500.00,High,In Transit,Dubai,Suez
V01018,Andaman-058,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,3615000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01019,Andaman-059,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,10632500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01020,Andaman-060,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,6350000.00,High,Scheduled,Hamburg,Manila
V01021,Andaman-061,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,9567500.00,Critical,At Sea,Los Angeles,Singapore
V01022,Andaman-062,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,25085000.00,Critical,In Transit,Houston,London
V01023,Andaman-063,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,7502500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01024,Andaman-064,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,4320000.00,High,Customs Hold,Busan,Shanghai
V01025,Andaman-065,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,5237500.00,High,Scheduled,Yokohama,Jebel Ali
V01026,Andaman-066,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,6955000.00,Medium,At Sea,Kaohsiung,Panama City
V01027,Andaman-067,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,8372500.00,High,In Transit,Dubai,Suez
V01028,Andaman-068,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,3790000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01029,Andaman-069,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,10807500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01030,Andaman-070,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,6525000.00,High,Scheduled,Hamburg,Manila
V01031,Andaman-071,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,9742500.00,Critical,At Sea,Los Angeles,Singapore
V01032,Andaman-072,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,25260000.00,Critical,In Transit,Houston,London
V01033,Andaman-073,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,7677500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01034,Andaman-074,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,4495000.00,High,Customs Hold,Busan,Shanghai
V01035,Andaman-075,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,5412500.00,High,Scheduled,Yokohama,Jebel Ali
V01036,Andaman-076,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,7130000.00,Medium,At Sea,Kaohsiung,Panama City
V01037,Andaman-077,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,8547500.00,High,In Transit,Dubai,Suez
V01038,Andaman-078,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,3965000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01039,Andaman-079,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,10982500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01040,Andaman-080,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,6700000.00,High,Scheduled,Hamburg,Manila
V01041,Andaman-081,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,9917500.00,Critical,At Sea,Los Angeles,Singapore
V01042,Andaman-082,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,25435000.00,Critical,In Transit,Houston,London
V01043,Andaman-083,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,7852500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01044,Andaman-084,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,4670000.00,High,Customs Hold,Busan,Shanghai
V01045,Andaman-085,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,5587500.00,High,Scheduled,Yokohama,Jebel Ali
V01046,Andaman-086,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,7305000.00,Medium,At Sea,Kaohsiung,Panama City
V01047,Andaman-087,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,8722500.00,High,In Transit,Dubai,Suez
V01048,Andaman-088,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,4140000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01049,Andaman-089,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,11157500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01050,Andaman-090,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,6875000.00,High,Scheduled,Hamburg,Manila
V01051,Andaman-091,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,10092500.00,Critical,At Sea,Los Angeles,Singapore
V01052,Andaman-092,Andaman Sea,Andaman-Myanmar-Lane,Crude Oil,25610000.00,Critical,In Transit,Houston,London
V01053,Andaman-093,Andaman Sea,Andaman-Myanmar-Lane,Consumer Electronics,8027500.00,High,Awaiting Berth,Rotterdam,Kaohsiung
V01054,Andaman-094,Andaman Sea,Andaman-Myanmar-Lane,Medical Supplies,4845000.00,High,Customs Hold,Busan,Shanghai
V01055,Andaman-095,Andaman Sea,Andaman-Myanmar-Lane,Automotive Components,5762500.00,High,Scheduled,Yokohama,Jebel Ali
V01056,Andaman-096,Andaman Sea,Andaman-Myanmar-Lane,Industrial Machinery,7480000.00,Medium,At Sea,Kaohsiung,Panama City
V01057,Andaman-097,Andaman Sea,Andaman-Myanmar-Lane,Battery Cells,8897500.00,High,In Transit,Dubai,Suez
V01058,Andaman-098,Andaman Sea,Andaman-Myanmar-Lane,Containerized Retail Goods,4315000.00,Medium,Awaiting Berth,Mumbai,Bangkok
V01059,Andaman-099,Andaman Sea,Andaman-Myanmar-Lane,LNG Equipment,11332500.00,Critical,Customs Hold,Bangkok,Rotterdam
V01060,Andaman-100,Andaman Sea,Andaman-Myanmar-Lane,Telecom Hardware,7050000.00,High,Scheduled,Hamburg,Manila
V01061,Andaman-101,Andaman Sea,Andaman-Myanmar-Lane,Semiconductor Wafers,10267500.00,Critical,At Sea,Los Angeles,Singapore
